plot_aspect_ratio,plot_obb_ratio,plot_interior_angle_sum,plot_label
1.2313250990450133,0.8590121798522066,360.00000000000006,4
2.3026990415185327,0.960613338787502,360.0,1
1.4469451623421146,0.7270162521185214,540.0,4
1.8555333293026097,0.9479629259387091,540.0,1
2.1941261876696916,0.9590892460052618,360.0,1
3.3343167094321196,0.7496014706723876,540.0,4
1.1752562537414168,0.9632030454232077,360.0,0
2.34080219842214,0.9786437748799579,539.0951590236243,1
1.902791911408936,0.9711021502419704,360.00000000000006,1
1.8450398842977913,0.8841672830744749,904.9395124693285,1
1.0391584937413025,0.9526266195857321,540.0,0
2.2725835325710446,0.9920956057093085,360.0,1
2.134947330879221,0.981356640026968,360.0,1
2.126018049734474,0.91769420898141,360.0,1
1.4921136835328108,0.9107004267958002,360.0,1
1.498319222243378,0.9327213196222566,360.0,1
1.2943488054148782,0.9294870520207716,360.0,0
2.308427352112974,0.989326557738169,360.00000000000006,1
1.8409292345950758,0.9731194553577882,360.0,1
1.8881199709580851,0.993048427355882,360.0,1
1.7428192518236545,0.963661370502771,360.0,1
2.0763786242256703,0.9914738080742251,360.0,1
1.3491655056803251,0.9906048580849232,360.0,1
2.1111858333517857,0.6412876931658351,721.7134802122275,2
2.0733986164317733,0.9494675762137044,720.0000000000001,1
1.446083126847624,0.8225794429833848,540.0,4
1.9997533809368682,0.758722052654692,855.8560869243095,4
1.5606564647331422,0.6353566324098665,911.3520366387331,4
1.745555973805761,0.9694100159019818,540.0,1
1.0609594064094239,0.9823582965881837,360.00000000000006,0
1.45719251167876,0.9515397039516885,540.0,1
1.0871082558584215,0.9501572711953409,708.8546580914797,0
1.180197286506183,0.9651920050605897,541.6955429224994,0
1.4084741281074038,0.9519767161998881,540.0,1
1.312973498410998,0.9493472913619307,540.0,1
1.1898238331285842,0.9810143720696892,360.00000000000006,0
2.7184944667768947,0.42242263070137626,1467.5438508609361,5
1.2482996357803586,0.7318878523086111,825.5795021671743,4
1.3480514322266919,0.9485158549082026,360.0,1
1.4749543971587706,0.9614186265334309,540.0,1
1.0881701167019113,0.8276561572169517,540.0000000000001,4
1.665911521995437,0.9919481545364045,713.0477302478098,1
1.342043233864644,0.6772366669089603,711.9883515195761,2
2.016860608703038,0.6137784989704781,533.9290060889223,2
1.2579565722554742,0.9810752977515497,360.00000000000006,0
1.102602376156736,0.7851374589601312,842.5962941788305,4
1.3940910333282723,0.8359041145545482,540.0,4
1.6139681084184854,0.9308604755764985,720.0,1
1.1669035691002743,0.9870038724715489,360.0,0
1.0184434274381435,0.8429526614154496,540.0,4
1.018872536622334,0.9165645135201984,540.0,0
1.2446035112812606,0.9621650611903428,540.0,0
1.5050358171054774,0.7264581982413502,525.6172396014081,4
3.312191402824986,0.6374825125708647,360.0,4
1.7994030259650249,0.727107498010943,360.00000000000006,4
1.573258610293136,0.682900581983449,540.0,4
1.4340014386197135,0.986726127157254,360.0,1
1.4270761783665595,0.9831977461675669,360.0,1
1.4665993928085805,0.9739157394990213,537.8448004501462,1
1.050618804482114,0.9701776212941426,719.9999999999998,0
1.4526351175072194,0.7914203139323811,1455.3600419076652,4
1.707717273110485,0.729349878327333,900.0000000000005,4
1.2915290142820604,0.8018271181018553,716.0814546257925,4
1.7084858610763465,0.6307440378418382,905.1136367463555,4
1.304078576128039,0.8240333029231415,540.0000000000001,4
1.2966146842307231,0.6194612202488925,360.0,4
2.2917040942380673,0.9041769885479086,540.0,1
1.5231641541885852,0.8335809277194796,729.5225551336989,4
2.6997333660319933,0.8762098755247648,548.0962742539117,4
1.716583556946397,0.9649106207818638,639.7694797518013,1
1.1880937385584234,0.7338589430769012,540.0000000000001,4
1.6611123907735736,0.9889404475499184,539.9999999999999,1
1.2208266348755874,0.9870484700244693,540.0,0
1.2739343072070692,0.9660367710390435,710.6197250361148,0
1.8166690344950538,0.9860243261172347,536.7521885768584,1
2.232111266924792,0.9083216496841001,671.129247811887,1
1.6798147639644405,0.8525062143453924,540.0000000000001,4
2.1923835485075607,0.9419750777766868,532.2750486244531,1
1.9407456249761832,0.7387200801147338,1080.0,4
1.1796992777617672,0.9769473492549359,360.00000000000006,0
1.2351964703157137,0.9630007526343873,900.0,0
1.5212503202170515,0.6628003434354319,720.0,4
1.878144477007755,0.7469176294335591,360.0,4
1.3031769814940906,0.832903930596336,503.7807823255816,4
1.5004898185244127,0.6813073126515667,360.0,4
1.6041427986398653,0.7838230593823629,360.00000000000006,4
1.1656431336548585,0.9035763412518792,540.0,0
1.316408525456789,0.782601640930091,360.0,4
2.0131024255713332,0.7596723314910908,360.0,4
2.4568140308076503,0.6037150240748836,540.0,4
1.3570304375670388,0.7666507988293989,720.0000000000001,4
1.6089560564640184,0.6650021351772086,540.0000000000001,4
2.0122148042790085,0.4999998665177907,180.0,3
2.1004968528977,0.9836659772854929,360.0,1
1.7815503413147014,0.9181218426419372,540.0,1
1.9225336499407224,0.5295187453323471,540.0000000000001,3
2.0744791474194537,0.5000000600738481,180.0,3
2.1050050568485945,0.9600417202992986,540.0,1
1.2110998647834856,0.973176601591873,360.0,0
1.3119754267894135,0.9792481129472096,720.0000000000002,1
1.6546845096787242,0.7466167132834899,539.486917506312,4
1.7821734956893829,0.9875670463795915,360.0,1
1.1241542319261546,0.9834008063130553,719.9999999999999,0
2.461172919427969,0.984407153282285,360.0,1
2.8044605213853777,0.9500999050797425,537.080035092345,1
2.615517781954036,0.9571461118079632,388.4763798939175,1
2.7371047470167116,0.9936859026939802,360.0,1
1.0857073853922536,0.9589782717527848,540.0,0
1.0484135704992443,0.9230760580858384,360.0,0
1.3302101659721186,0.755959487720725,540.0,4
1.0945212671932183,0.9611551140617007,540.0,0
1.2295078001774682,0.9467166513276298,360.0,0
1.0536895114381344,0.9737961690529628,360.0,0
1.5917209936207743,0.5352369609155259,539.6535922510261,2
1.559455864978778,0.5301708816959272,539.0046586131267,2
1.063858615547593,0.9815775834897278,360.0,0
1.5554694494575667,0.9759467216612175,360.0,1
1.6340761258729064,0.9749188567945087,360.0,1
1.256174520000932,0.9786111767027277,536.6183813899969,0
1.2089272721387925,0.9836210315363632,360.0,0
1.2769240501899564,0.9944797787416575,540.0000000000002,0
1.404537043822883,0.9933528425752796,360.0,1
1.1438771745448908,0.9761315065207268,360.00000000000006,0
1.0185407477450674,0.9865277734534558,360.00000000000006,0
1.1722944497439083,0.9763528522135421,360.0,0
1.1456363445390694,0.9670541689277556,360.00000000000006,0
1.1458033931673575,0.9628972561821507,360.0,0
1.1141431785866243,0.9687245324891158,360.0,0
1.3050115062935648,0.9561509674338202,360.0,1
1.0115098766128412,0.9869543413400966,360.0,0
1.1100813552260407,0.9532559867575815,360.0,0
1.2154640722523404,0.9808186188618091,540.0,0
